Fiscal Year,Fund Class,Fund,Cost Center,Description,Type,Object Code,Description,Budget-Mayor's Recommended,Budget-Council Approved
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101300,ENGINEERING                   ,XP,234001,MICROCOMPUTER DISCRETIONARY $ ,500,500
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101300,ENGINEERING                   ,XP,2351,OFFICE EQUIPMENT MAINTENANCE  ,1500,1500
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101300,ENGINEERING                   ,XP,2394,EDUCATIONAL TRAINING          ,500,500
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101300,ENGINEERING                   ,XP,2521,EMP. MEAL ALLOWANCE           ,200,200
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101300,ENGINEERING                   ,XP,2523,IN CITY CONVENTIONS & WORKSHOP,2650,2650
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101300,ENGINEERING                   ,XP,2524,MILEAGE                       ,150,150
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101300,ENGINEERING                   ,XP,2525,OUT OF TOWN TRAVEL            ,2300,2300
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101300,ENGINEERING                   ,XP,298202,INVENTORY ISSUES              ,1500,1500
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101301,ENGINEERING C.E.              ,XP,272010,MAINTENANCE & REPAIR SHOPS    ,145000,145000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101301,ENGINEERING C.E.              ,XP,272030,TREATMENT PLANT               ,985000,985000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101301,ENGINEERING C.E.              ,XP,272035,PUMPING PLANT                 ,1915000,1915000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101301,ENGINEERING C.E.              ,XP,273002,CULVERTS FLUMES & BRIDGES     ,320000,320000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101301,ENGINEERING C.E.              ,XP,273004,DEEP PUMP WELLS               ,835000,835000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101301,ENGINEERING C.E.              ,XP,273006,WATER STORAGE RESERVOIRS      ,1582000,1582000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101301,ENGINEERING C.E.              ,XP,273007,WATER DISTRIBUTION RESERVOIRS ,600000,600000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101301,ENGINEERING C.E.              ,XP,273008,WATER DIST MAINS & HYDRANTS   ,4145500,4145500
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101301,ENGINEERING C.E.              ,XP,276020,TREAT PLANT EQUIPMENT         ,15000,15000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101301,ENGINEERING C.E.              ,XP,276050,OFFICE EQUIP/FURNISH-REPLACEME,8000,8000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101301,ENGINEERING C.E.              ,XP,276090,OTHER NON-MOTIVE EQUIP-REPLACE,6000,6000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101400,DISTRIBUTION                  ,XP,211101,EXECUTIVE ANNUAL BASE PAY     ,169596,169596
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101400,DISTRIBUTION                  ,XP,211102,EXECUTIVE LONGEVITY PAY       ,3900,3900
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101400,DISTRIBUTION                  ,XP,214101,OP/MAINT ANNUAL BASE PAY      ,1270380,1270380
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101400,DISTRIBUTION                  ,XP,214102,OP/MAINT LONGEVITY PAY        ,21200,21200
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101400,DISTRIBUTION                  ,XP,214105,OP/MAINT CERTIFICATION PAY    ,10680,10680
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101400,DISTRIBUTION                  ,XP,214109,OP/MAINT OTHER PAY            ,16020,16020
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101400,DISTRIBUTION                  ,XP,2143,OP/MAINT OVERTIME PAY         ,70000,70000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101400,DISTRIBUTION                  ,XP,215101,CLERICAL ANNUAL BASE PAY      ,262356,262356
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101400,DISTRIBUTION                  ,XP,215102,CLERICAL LONGEVITY PAY        ,6350,6350
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101400,DISTRIBUTION                  ,XP,215109,CLERICAL OTHER PAY            ,1452,1452
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101400,DISTRIBUTION                  ,XP,2153,CLERICAL OVERTIME PAY         ,20948,20948
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101400,DISTRIBUTION                  ,XP,2165,SALARY CAPITALIZATION         ,-7054,-7054
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101400,DISTRIBUTION                  ,XP,219110,EMPLOYEE BENEFITS-FICA        ,134789,134789
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101400,DISTRIBUTION                  ,XP,219113,EMPL BENEFITS-STATE RETIREMENT,21600,21600
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101400,DISTRIBUTION                  ,XP,219114,DEFERRED BENEFIT 401K         ,5774,5774
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101400,DISTRIBUTION                  ,XP,219115,EMPL BENEFITS-STATE RET.NON.CT,285267,285267
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101400,DISTRIBUTION                  ,XP,219118,Emp.Benefits 501C9 OPEB       ,29172,29172
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101400,DISTRIBUTION                  ,XP,2195,EMPLOYEE INSURANCE            ,335928,335928
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101400,DISTRIBUTION                  ,XP,2221,STATIONERY SUPPLIES           ,1000,1000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101400,DISTRIBUTION                  ,XP,2223,DUPLICATION SUPPLIES          ,200,200
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101400,DISTRIBUTION                  ,XP,222310,COPY CENTER CHARGES           ,100,100
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101400,DISTRIBUTION                  ,XP,2225,COMPUTER SUPPLIES             ,500,500
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101400,DISTRIBUTION                  ,XP,2243,Part and Supplies Non Motive  ,8000,8000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101400,DISTRIBUTION                  ,XP,2247,WATER REPAIR MATERIALS        ,40000,40000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101400,DISTRIBUTION                  ,XP,2275,LAUNDRY & LINEN SUPPLIES      ,6000,6000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101400,DISTRIBUTION                  ,XP,2278,GROUNDS SUPPLIES              ,1000,1000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101400,DISTRIBUTION                  ,XP,227901,CITY BUILDINGS SUPPLIES       ,12000,12000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101400,DISTRIBUTION                  ,XP,2292,CHEMICALS                     ,50000,50000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101400,DISTRIBUTION                  ,XP,2295,SAFETY EQUIPMENT              ,3500,3500
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101400,DISTRIBUTION                  ,XP,2298,SMALL TOOLS & EQUIPMENT       ,9675,9675
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101400,DISTRIBUTION                  ,XP,2329,OTHER PROFESSIONAL & TECH SERV,100000,100000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101400,DISTRIBUTION                  ,XP,2331,ELECTRICAL POWER              ,18000,18000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101400,DISTRIBUTION                  ,XP,233201,NATURAL GAS                   ,3437,3437
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101400,DISTRIBUTION                  ,XP,233605,TELEPHONE EMERGENCY CIRCUIT   ,2000,2000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101400,DISTRIBUTION                  ,XP,2521,EMP. MEAL ALLOWANCE           ,1600,1600
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101400,DISTRIBUTION                  ,XP,298202,INVENTORY ISSUES              ,6000,6000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101500,COMPUTER                      ,XP,211101,EXECUTIVE ANNUAL BASE PAY     ,208320,208320
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101500,COMPUTER                      ,XP,211102,EXECUTIVE LONGEVITY PAY       ,3900,3900
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101500,COMPUTER                      ,XP,2165,SALARY CAPITALIZATION         ,-10000,-10000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101500,COMPUTER                      ,XP,219110,EMPLOYEE BENEFITS-FICA        ,16236,16236
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101500,COMPUTER                      ,XP,219114,DEFERRED BENEFIT 401K         ,1236,1236
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101500,COMPUTER                      ,XP,219115,EMPL BENEFITS-STATE RET.NON.CT,36696,36696
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101500,COMPUTER                      ,XP,219118,Emp.Benefits 501C9 OPEB       ,1896,1896
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101500,COMPUTER                      ,XP,2195,EMPLOYEE INSURANCE            ,41784,41784
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101500,COMPUTER                      ,XP,2221,STATIONERY SUPPLIES           ,50,50
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101500,COMPUTER                      ,XP,2225,COMPUTER SUPPLIES             ,1000,1000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101500,COMPUTER                      ,XP,2243,Part and Supplies Non Motive  ,500,500
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101500,COMPUTER                      ,XP,2295,SAFETY EQUIPMENT              ,200,200
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101500,COMPUTER                      ,XP,2298,SMALL TOOLS & EQUIPMENT       ,1000,1000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101500,COMPUTER                      ,XP,2331,ELECTRICAL POWER              ,1800,1800
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101500,COMPUTER                      ,XP,233201,NATURAL GAS                   ,1200,1200
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101500,COMPUTER                      ,XP,2351,OFFICE EQUIPMENT MAINTENANCE  ,200,200
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101500,COMPUTER                      ,XP,298202,INVENTORY ISSUES              ,600,600
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101501,CAPITAL COMPUTER              ,XP,276030,TELEMETERING EQUIPMENT        ,50000,50000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101600,Water GIS                     ,XP,211101,EXECUTIVE ANNUAL BASE PAY     ,308280,308280
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101600,Water GIS                     ,XP,211102,EXECUTIVE LONGEVITY PAY       ,6068,6068
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101600,Water GIS                     ,XP,214101,OP/MAINT ANNUAL BASE PAY      ,159036,159036
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101600,Water GIS                     ,XP,214102,OP/MAINT LONGEVITY PAY        ,2863,2863
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101600,Water GIS                     ,XP,2143,OP/MAINT OVERTIME PAY         ,7238,7238
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101600,Water GIS                     ,XP,215101,CLERICAL ANNUAL BASE PAY      ,17616,17616
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101600,Water GIS                     ,XP,215102,CLERICAL LONGEVITY PAY        ,600,600
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101600,Water GIS                     ,XP,219110,EMPLOYEE BENEFITS-FICA        ,37828,37828
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101600,Water GIS                     ,XP,219113,EMPL BENEFITS-STATE RETIREMENT,8460,8460
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101600,Water GIS                     ,XP,219114,DEFERRED BENEFIT 401K         ,1488,1488
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101600,Water GIS                     ,XP,219115,EMPL BENEFITS-STATE RET.NON.CT,76953,76953
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101600,Water GIS                     ,XP,219118,Emp.Benefits 501C9 OPEB       ,6816,6816
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101600,Water GIS                     ,XP,2195,EMPLOYEE INSURANCE            ,94515,94515
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101600,Water GIS                     ,XP,2211,Books                         ,200,200
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101600,Water GIS                     ,XP,2221,STATIONERY SUPPLIES           ,500,500
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101600,Water GIS                     ,XP,2225,COMPUTER SUPPLIES             ,2500,2500
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101600,Water GIS                     ,XP,222599,COMPUTER SUPP-CONTROLLED F.A. ,5000,5000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101600,Water GIS                     ,XP,2275,LAUNDRY & LINEN SUPPLIES      ,500,500
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101600,Water GIS                     ,XP,2293,PHOTOGRAPHIC SUPPLIES         ,100,100
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101600,Water GIS                     ,XP,2295,SAFETY EQUIPMENT              ,200,200
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101600,Water GIS                     ,XP,2298,SMALL TOOLS & EQUIPMENT       ,2000,2000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101600,Water GIS                     ,XP,2329,OTHER PROFESSIONAL & TECH SERV,1500,1500
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101600,Water GIS                     ,XP,2331,ELECTRICAL POWER              ,600,600
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101600,Water GIS                     ,XP,233201,NATURAL GAS                   ,500,500
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101600,Water GIS                     ,XP,233605,TELEPHONE EMERGENCY CIRCUIT   ,2400,2400
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101600,Water GIS                     ,XP,2339,COMPUTER EQUIPMENT MAINTENANCE,15000,15000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101600,Water GIS                     ,XP,2521,EMP. MEAL ALLOWANCE           ,200,200
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101600,Water GIS                     ,XP,2523,IN CITY CONVENTIONS & WORKSHOP,1500,1500
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101600,Water GIS                     ,XP,2525,OUT OF TOWN TRAVEL            ,1765,1765
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101600,Water GIS                     ,XP,298202,INVENTORY ISSUES              ,3000,3000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101601,CAPITAL EMERGENCY & DISPATCH  ,XP,276090,OTHER NON-MOTIVE EQUIP-REPLACE,35000,35000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101700,MAINTENANCE                   ,XP,211101,EXECUTIVE ANNUAL BASE PAY     ,395688,395688
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101700,MAINTENANCE                   ,XP,211102,EXECUTIVE LONGEVITY PAY       ,9000,9000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101700,MAINTENANCE                   ,XP,214101,OP/MAINT ANNUAL BASE PAY      ,1975524,1975524
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101700,MAINTENANCE                   ,XP,214102,OP/MAINT LONGEVITY PAY        ,37350,37350
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101700,MAINTENANCE                   ,XP,214109,OP/MAINT OTHER PAY            ,2916,2916
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101700,MAINTENANCE                   ,XP,2143,OP/MAINT OVERTIME PAY         ,259748,259748
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101700,MAINTENANCE                   ,XP,2161,HOURLY PAY-SEASONAL EMPLOYEES ,34224,34224
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101700,MAINTENANCE                   ,XP,2165,SALARY CAPITALIZATION         ,-1000000,-1000000
2014,WATER UTILITY FUND            ,WATER  UTILITY                ,5101700,MAINTENANCE                   ,XP,219110,EMPLOYEE BENEFITS-FICA        ,187788,187788
